Row,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
2,0.440027670253711,0.461581239299828,0.516209766010378,0.516530546280019,0.588585050480906,0.643573797008059,0.704430584093468,0.860351845179304,1.0254459381334,1.14231586006724,1.18915496061364,1.24322094180954,1.24793100949538,1.24451224460529,1.3369427659079,1.34352266928713,1.36535042165619,1.4045651898341,1.38350418351676,1.32183078965905
4,0.58730515637181,0.610009964153547,0.665615928506397,0.680597884358759,0.698921061083033,0.733598637154448,0.765280262476658,0.79062333037809,0.808049334243912,0.842456153441861,0.867864523868135,0.882739258715574,0.920752820521809,0.966906625617578,0.995037875353308,0.99165294408616,1.00997866378075,0.99795230774013,1.01886246110347,1.06378555971381
8,0.821588613267897,0.81447317110966,0.869124803810655,0.906578914663593,0.954842412310377,1.00373488881637,1.04572387876007,1.11225518334113,1.1588991416267,1.23049628366123,1.29635048483245,1.35447248775833,1.38604351827883,1.41616068012242,1.44522231189031,1.46874321268383,1.49490809387241,1.54000763885691,1.5616386637026,1.55619794719832
16,1.69730845995702,1.78148833455307,1.85546662371137,1.94115940246655,2.01500529246177,2.07763986777098,2.1601187224519,2.24557902722323,2.3128360841087,2.37207582352561,2.4407481176026,2.52004683188901,2.61301171325045,2.6685974216333,2.72522349900892,2.78573746367016,2.83152766570878,2.87591948741463,2.92453683464843,2.97620801656035
32,10.9867605493446,11.2170337559073,11.35670513139,11.4904676745545,11.6015965174192,11.6975111368236,11.7582411640364,11.8080928994589,11.9163342460991,11.9972377525529,12.0400748658971,12.0623475267265,12.0724551068463,12.0654726539583,12.0422426724921,12.020855654733,11.9635634491062,11.9092868380976,11.8531246423891,11.7766394824221
64,17.2348528130157,18.0353275446653,18.4751052389407,18.8029324893429,19.0473972613865,19.242788885088,19.4091519412858,19.519498091506,19.6412263887183,19.7517815101088,19.8558504461437,19.8926548347406,19.916374957653,19.9139746295418,19.8888083655289,19.8451574863038,19.7620538615008,19.6558356038821,19.5442608135227,19.4220548475192
128,18.0900694271702,19.8272115269327,20.5367306033123,20.8923572879353,21.0679549901816,21.1850030284966,21.2438957147176,21.2407575496718,21.2131274054919,21.1660212065441,21.1227835705912,21.0158868737168,20.8715925872127,20.7191633815537,20.5589301858235,20.3864412604564,20.184280859745,19.9395251227056,19.7084993738819,19.4104705617589
256,16.1019073143943,18.4602229772497,18.9582068474012,19.3055650782758,19.5074670589605,19.6590319576259,19.7712209982734,19.8799461850686,19.9169425886361,19.9289102324528,20.007871315208,20.0523965132108,19.9516890860933,19.7829438296609,19.6113691098395,19.4192005807332,19.1968304006027,18.9374667543429,18.6804339692739,18.4040222683329
512,8.21442509773619,10.4159525576892,11.8116642093825,12.7538139618514,13.4698941994356,14.0364681986869,14.499248938824,14.8480262974507,15.053588676434,15.2238277248653,15.347162490365,15.3551587380761,15.2979877705834,15.1901659433755,15.0397475328174,14.8335947176661,14.5875327699749,14.26584065972,13.891784330858,13.4832777580472
